,name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,years_in_the_nba,prior_to_wnba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick,season_salary,birthdate,hometown,prior_to_nba
109,Dell Curry,United States,,All-Time Charlotte Hornets,30,SG,SF,Sharpshooting Combo Guard,"6'5""",196,210,95,"6'8""",203,,,85,91,88,90,96,86,98,90,78,80,78,55,60,98,98,79,53,74,25,55,25,51,25,70,98,81,82,82,80,82,77,66,33,78,65,40,80,82,85,52,50,53,53,85,2626,gold,gold,,,gold,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,gold,,,,,Virginia Tech
110,DeMar DeRozan,United States,,All-Time Toronto Raptors,10,SG,SF,2-Way Inside-The-Arc Menace,"6'7""",201,220,99,"6'9""",206,16,,89,90,98,96,65,84,98,98,82,81,83,48,88,98,85,91,78,96,55,90,40,78,74,97,94,79,78,81,83,79,75,61,40,78,61,35,74,73,65,50,40,60,68,89,2816,silver,,,silver,,bronze,gold,,gold,,gold,,,,gold,,,gold,,,,silver,,,,,,,,,,,,,,,,,,,,,,Southern California
111,DeMarcus Cousins,United States,,All-Time New Orleans Pelicans,0,C,PF,3-Level Scoring Paint Beast,"6'11""",211,270,122,"7'6""",229,15,,85,82,81,80,80,77,88,85,73,58,29,97,52,98,90,84,92,87,97,82,93,92,90,97,98,68,65,69,50,84,72,70,84,29,65,72,84,77,80,81,70,91,30,87,2844,,,,gold,,gold,,,,,gold,gold,,gold,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,Kentucky
112,DeMarcus Cousins,United States,,All-Time Sacramento Kings,15,C,,3-Level Scoring Paint Beast,"6'11""",211,270,122,"7'6""",229,15,,90,86,81,80,80,77,98,98,78,63,42,97,71,98,90,86,93,87,97,82,97,96,90,97,98,68,60,70,56,84,72,71,79,42,65,72,79,77,80,81,70,91,60,90,2952,,,,gold,,gold,,,,,gold,gold,gold,gold,,gold,,,,,,,,,,,,,,,,,,,,gold,gold,gold,,,,,,Kentucky
113,Dennis Johnson,United States,,All-Time Oklahoma City Thunder,24,PG,SG,2-Way Inside-The-Arc Playmaker,"6'4""",193,185,83,"6'7""",201,,,91,79,84,82,68,78,86,75,84,88,97,67,75,91,87,85,60,87,31,31,46,66,60,75,87,85,84,89,88,85,78,81,73,97,71,49,97,81,98,49,47,50,60,91,2784,,,,,,,gold,,gold,,silver,,,,,,gold,gold,,gold,gold,silver,gold,gold,gold,hof,gold,,hof,gold,gold,hof,,hof,,,,,,,,,,Pepperdine
114,Dennis Johnson,United States,,All-Time Phoenix Suns,3,PG,SG,2-Way Inside-The-Arc Playmaker,"6'4""",193,185,83,"6'7""",201,,,94,85,95,88,68,82,98,80,84,88,97,67,75,91,87,85,61,93,31,31,46,66,60,75,87,88,92,89,88,94,78,81,73,97,71,49,97,81,98,49,47,50,84,94,2872,,,,,,,gold,,gold,,bronze,,,,,,gold,gold,,gold,gold,silver,gold,gold,gold,hof,gold,,hof,gold,gold,hof,,hof,,,,,,,,,,Pepperdine
115,Dennis Rodman,United States,,All-Time Chicago Bulls,91,PF,SF,Interior Force,"6'7""",201,220,99,"7'3""",221,,,93,76,86,65,62,65,97,80,88,78,77,86,88,98,99,88,75,55,95,70,75,48,79,79,98,55,61,45,50,61,59,82,98,77,57,50,98,98,98,99,99,98,83,93,2893,,,,,,gold,,,,,,,,,,gold,,,,,,,,,,gold,silver,gold,,,,,hof,,gold,hof,legendary,gold,,hof,,,,Southeastern Oklahoma State University
116,Dennis Rodman,United States,,All-Time Detroit Pistons,10,PF,SF,Interior Force,"6'7""",201,220,99,"7'3""",221,,,89,75,86,65,62,65,94,75,88,78,77,86,88,98,99,88,70,55,95,70,75,48,62,60,98,49,54,45,50,55,40,80,98,66,57,50,98,95,98,99,99,98,70,89,2786,,,,,,gold,,,,,,,,,,,,,,,,,,,,gold,,bronze,,,,,hof,,gold,hof,hof,silver,,,,,,Southeastern Oklahoma State University
117,Dennis Scott,United States,,All-Time Orlando Magic,3,SF,SG,Catch & Shoot Ace,"6'8""",203,229,103,"6'11""",211,,,84,90,88,91,94,75,97,95,74,68,74,67,65,84,70,88,62,79,50,62,30,63,44,74,90,58,55,72,58,57,49,66,55,72,72,40,76,72,75,41,35,47,98,84,2565,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,Georgia Tech
118,Derek Harper,United States,,All-Time Dallas Mavericks,12,PG,SG,2-Way 3-Level Playmaker,"6'4""",193,185,83,"6'7""",201,,,89,87,80,84,83,81,98,95,80,88,90,56,63,95,85,81,58,87,25,47,36,55,48,78,85,89,87,86,90,97,83,74,47,88,88,32,84,95,85,37,32,41,98,89,2762,,,,,,,gold,,gold,,,,,,,,silver,,,silver,,,,,silver,gold,gold,gold,gold,gold,gold,gold,,gold,,,,,,,,,,Illinois
119,Deron Williams,United States,,All-Time Utah Jazz,8,PG,,3-Level Scoring Playmaker,"6'3""",191,209,94,"6'6""",198,,,87,90,90,88,88,85,92,95,80,89,75,69,74,90,84,82,61,84,25,45,42,77,58,74,85,94,95,95,93,92,94,68,51,75,70,54,80,77,70,39,30,47,50,89,2753,,silver,,,,,gold,,gold,,,,,,,,gold,,gold,gold,,gold,,,gold,,gold,,,,,,,gold,,,,,,,,,,Illinois
120,Derrick Coleman,United States,,All-Time Brooklyn Nets,44,PF,PF,2-Way 3-Level Interior Force,"6'10""",208,230,104,"7'2""",218,,,88,88,92,88,78,81,96,95,73,63,46,92,52,95,80,82,83,79,70,65,90,84,92,88,92,50,55,48,25,74,50,73,83,46,57,82,84,77,85,87,84,90,70,88,2798,,,,gold,,gold,,,,,gold,gold,gold,gold,,,,,gold,,,,,,,,,,,,,,,,,,,gold,,,,,,Syracuse
121,Derrick Coleman,United States,,All-Time Charlotte Hornets,44,PF,C,2-Way 3-Level Scoring Threat,"6'10""",208,230,104,"7'2""",218,,,86,86,85,84,85,79,98,85,70,63,46,84,52,85,80,82,77,74,70,65,80,79,84,74,92,50,55,35,25,85,50,72,80,46,57,82,82,77,80,70,55,85,98,86,2704,,,,gold,,gold,,,,,gold,gold,,gold,,,,,gold,,,,,,,,,,,,,,,,,,,gold,,,,,,Syracuse
122,Derrick Rose,United States,,All-Time Chicago Bulls,1,PG,,2-Way 3-Level Playmaker,"6'3""",191,190,86,"6'8""",203,17,,95,90,88,90,78,86,98,98,90,98,89,70,96,98,95,83,72,97,25,95,55,55,55,95,98,94,92,96,98,93,89,68,50,78,79,37,77,78,75,52,49,55,83,95,2966,,,gold,,,gold,hof,,hof,,gold,,,,gold,,gold,,,bronze,gold,hof,gold,gold,bronze,,,,,,,,,,,,,,,,,,,Memphis
123,Detlef Schrempf,Germany,,All-Time Oklahoma City Thunder,11,SF,PF,Catch & Shoot Ace,"6'9""",206,214,96,"7'0""",213,,,87,89,84,86,90,83,98,95,76,59,66,66,69,98,90,83,77,70,65,62,82,82,83,88,82,66,71,71,38,79,70,65,70,66,60,32,77,72,80,52,45,58,98,87,2755,,silver,,gold,,gold,,,,,silver,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,gold,,,,,Germany
124,Devin Booker,United States,,All-Time Phoenix Suns,1,SG,PG,Offensive Architect,"6'6""",198,210,95,"6'6""",198,10,,92,92,95,95,87,88,90,95,78,79,75,59,74,95,85,81,77,95,30,75,74,79,85,95,85,85,89,93,76,90,78,62,58,75,42,47,72,70,70,52,48,55,98,92,2869,gold,silver,,bronze,gold,,silver,,silver,silver,,bronze,,bronze,,,silver,gold,silver,bronze,gold,silver,silver,silver,bronze,,,bronze,,,,,,,,,,,gold,,,,,Kentucky
125,Dick Barnett,United States,,All-Time New York Knicks,12,SG,SF,2-Way 3-Level Shot Creator,"6'4""",193,190,86,"6'7""",201,,,87,89,88,89,83,80,98,95,82,83,79,55,80,98,98,81,71,89,46,80,40,65,66,84,98,76,77,79,81,77,65,72,55,79,78,44,90,65,90,55,48,62,68,87,2820,,silver,,,gold,,gold,,gold,,,,,,,,,,,,,bronze,gold,gold,,,,,,,,,,bronze,,,,,gold,,,,,Tennessee State
126,Dick Van Arsdale,United States,,All-Time Phoenix Suns,5,SG,SF,2-Way 3-Level Shot Creator,"6'5""",196,210,95,"6'9""",206,,,88,89,79,92,90,86,90,95,80,73,93,55,67,91,85,94,67,86,35,65,35,75,68,79,90,74,79,79,71,82,60,84,64,90,90,78,90,88,90,57,48,66,65,90,2853,,gold,,gold,gold,,,,,,,,,,,,,,,,,,,,,silver,bronze,,,,,,,,,,,,gold,,,,,Indiana
127,Dikembe Mutombo,DR Congo,,All-Time Atlanta Hawks,55,C,PF,Paint Beast,"7'2""",218,250,113,"7'7""",231,,,92,67,88,55,25,71,95,70,80,68,63,83,85,85,80,95,69,32,97,40,95,48,71,75,95,35,45,29,25,45,32,87,98,63,58,99,98,98,98,95,96,94,80,92,2666,,,,,,gold,,,,,gold,,gold,,,gold,,,,,,,,,,gold,,hof,,,,,legendary,gold,hof,gold,gold,hof,,hof,,,,Georgetown
128,Dikembe Mutombo,DR Congo,,All-Time Denver Nuggets,55,C,PF,Paint Beast,"7'2""",218,250,113,"7'7""",231,,,90,60,85,35,25,58,98,60,80,68,31,93,85,95,91,95,68,32,97,40,88,48,70,75,95,35,45,29,25,45,32,81,95,31,58,95,97,95,98,95,94,95,98,90,2586,,,,,,gold,,,,,gold,,silver,,,gold,,,,,,,,,,gold,,hof,,,,,legendary,gold,hof,gold,gold,hof,,gold,,,,Georgetown
129,Dirk Nowitzki,Germany,,All-Time Dallas Mavericks,41,PF,C,2-Way 3-Level Scorer,"7'1""",216,245,110,"7'4""",224,,,98,97,98,98,96,92,98,98,78,63,43,89,75,98,98,82,85,78,70,50,93,99,98,97,98,64,75,60,25,89,70,75,88,43,55,78,87,88,85,91,89,92,69,98,3002,hof,gold,,hof,hof,gold,,,,hof,bronze,legendary,,gold,,silver,,,,,,,,,,,,,,,,,,gold,,,,gold,gold,,,,,Germany
130,Doc Rivers,United States,,All-Time Atlanta Hawks,25,PG,SG,2-Way 3-Level Playmaker,"6'4""",193,185,83,"6'7""",201,,,86,82,84,84,80,86,80,75,78,86,82,60,68,86,85,79,61,89,25,60,25,55,66,84,80,90,92,87,86,93,94,69,60,78,91,37,76,70,70,43,42,44,70,86,2695,,,,,,,bronze,,bronze,,,,,,,,silver,gold,silver,gold,gold,gold,,,gold,,gold,,,,,,,silver,,,,,,,,,,Marquette
131,Dolph Schayes,United States,,All-Time Philadelphia 76ers,4,PF,C,2-Way 3-Level Shot Creator,"6'8""",203,220,99,"7'2""",218,,,94,90,91,92,90,76,95,95,79,69,66,85,71,95,95,75,86,92,80,75,95,95,92,72,90,64,64,79,63,65,50,80,90,66,75,75,88,84,85,96,95,96,80,94,3035,,,,hof,gold,gold,,gold,,gold,gold,gold,gold,gold,,gold,,,,,,,,,,,,,,,,,,,gold,gold,gold,gold,,,,,,NYU
132,Domantas Sabonis,Lithuania,United States,All-Time Indiana Pacers,11,PF,C,Inside The Arc Board Hunter,"6'11""",211,240,108,"7'3""",221,9,,86,83,85,75,74,73,98,95,72,48,49,82,54,92,95,86,82,70,75,75,85,85,86,85,95,68,82,60,43,80,73,56,70,49,46,51,69,45,60,80,69,90,70,86,2705,,,,silver,,gold,,silver,,silver,silver,silver,gold,silver,,gold,,bronze,bronze,bronze,,,,,bronze,,,,,,,,,,,gold,gold,silver,,,,,,Gonzaga
133,Domantas Sabonis,Lithuania,United States,All-Time Sacramento Kings,11,PF,C,Inside The Arc Board Hunter,"6'11""",211,240,108,"7'3""",221,9,,88,86,96,81,81,73,85,98,73,48,49,82,54,95,98,86,88,84,75,75,93,93,93,90,98,71,82,60,43,85,85,55,70,49,40,55,69,45,60,89,84,94,75,88,2811,,,,,,,silver,gold,silver,gold,bronze,silver,silver,silver,,bronze,,bronze,silver,gold,,,,,gold,,,,,,,,,,,gold,silver,silver,,,,,,
134,Dominique Wilkins,United States,,All-Time Atlanta Hawks,21,SF,SG,2-Way Mid-Range Slasher,"6'7""",201,200,90,"6'10""",208,,,95,91,97,95,75,85,97,98,91,94,82,77,98,96,95,94,90,96,96,98,74,84,79,94,98,74,70,84,85,70,60,80,66,82,69,81,84,84,95,80,77,82,83,95,3169,,,,,,gold,gold,,gold,,gold,,,,hof,,,,,,,gold,,,,,,gold,,,,,,,,,,,,,,,,Georgia
135,Don Buse,United States,,All-Time Indiana Pacers,10,PG,SG,2-Way Perimeter Playmaker,"6'4""",193,190,86,"6'9""",206,,,87,79,78,79,78,81,70,90,81,84,94,61,66,92,90,81,51,79,25,45,28,52,41,52,85,87,88,86,84,89,89,87,75,94,94,70,93,90,95,37,29,45,84,87,2743,,,silver,,,,,,,,,,,,,,,silver,silver,,,bronze,gold,gold,,gold,gold,,gold,gold,silver,gold,,gold,,,,,,silver,,,,
136,Don Ohl,United States,,All-Time Washington Wizards,10,PG,SG,2-Way 3-Level Shot Creator,"6'3""",191,190,86,"6'8""",203,,,87,89,89,88,84,78,98,95,80,84,82,49,75,94,95,83,64,87,25,70,45,44,55,88,98,80,85,86,80,85,62,73,35,84,72,67,84,85,85,51,50,52,98,87,2803,,,bronze,,,,gold,,gold,,,,,,,,,gold,gold,,silver,silver,silver,silver,gold,,,silver,,gold,gold,,,gold,,,,,,silver,,,,
137,Donovan Mitchell,United States,,All-Time Utah Jazz,45,SG,PG,2-Way Inside-Out ISO Creator,"6'3""",191,215,97,"6'10""",208,8,,88,89,88,80,86,85,98,95,86,96,86,60,97,96,90,80,66,89,50,92,25,44,38,93,98,82,79,88,83,85,75,73,68,79,82,49,79,79,75,48,45,51,55,88,2826,silver,bronze,silver,silver,silver,silver,silver,,silver,,,,,,gold,,bronze,silver,,,bronze,gold,bronze,bronze,,,silver,,bronze,silver,bronze,bronze,,,,,,,bronze,bronze,,,,Louisville
138,Doug Christie,United States,,All-Time Sacramento Kings,13,SG,SF,2-Way Perimeter Combo Guard,"6'6""",198,200,90,"6'9""",206,,,83,85,79,92,80,85,98,75,75,73,93,50,70,83,80,77,59,78,47,75,25,55,33,64,95,79,75,79,75,95,71,81,55,93,84,52,95,94,95,47,40,53,45,83,2691,,,,,,,,,,,,,,,,,,,,silver,,,,,silver,gold,gold,,gold,,,gold,,gold,,,,,,,,,,Pepperdine
139,Doug Christie,United States,,All-Time Toronto Raptors,13,SG,SF,2-Way Sharpshooter,"6'6""",198,200,90,"6'9""",206,,,84,88,83,88,88,84,98,85,75,76,81,50,70,83,86,77,64,78,47,75,45,55,33,84,98,78,78,79,80,79,75,73,55,86,82,52,82,75,80,56,59,53,68,84,2731,,gold,,,,,,,,,,,,,,,,,,silver,,,,,silver,gold,gold,,gold,,,gold,,gold,,,,,,,,,,Pepperdine
140,Doug Collins,United States,,All-Time Philadelphia 76ers,20,SG,SF,2-Way 3-Level Shot Creator,"6'6""",198,180,81,"6'9""",206,,,87,92,92,94,84,88,97,95,74,73,84,45,50,95,97,77,64,88,42,42,70,60,33,80,98,75,79,77,74,79,64,70,42,84,78,37,84,82,85,39,41,37,75,87,2689,silver,silver,,,gold,,bronze,,bronze,,silver,,,,,,,,,,,,,,,,gold,,,,,,,gold,,,,,gold,,,,,Illinois State
141,Doug West,United States,,All-Time Minnesota Timberwolves,5,SG,SF,Mid-Range Slasher,"6'6""",198,200,90,"6'9""",206,,,85,87,92,90,75,84,90,90,79,80,73,71,82,96,65,89,69,90,25,80,63,70,68,70,85,75,78,75,78,79,67,62,54,75,52,37,78,71,70,47,46,48,83,87,2706,,,,,,,gold,,gold,,gold,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villanova
142,Draymond Green,United States,,All-Time Golden State Warriors,23,PF,C,2-Way Stretch Point Four,"6'7""",201,230,104,"7'1""",216,13,,89,76,75,68,85,70,90,65,84,76,78,90,66,93,98,88,71,79,55,74,68,64,69,60,98,81,84,77,75,92,77,88,97,64,85,80,97,92,98,70,54,85,85,89,2940,,,,bronze,,bronze,,,,,bronze,,bronze,,,,,,gold,silver,,,,,silver,hof,,silver,silver,bronze,,silver,gold,,gold,,,gold,,,,,,Michigan State
143,Drazen Petrovic,Croatia,,All-Time Brooklyn Nets,3,SG,SF,2-Way 3-Level Shot Creator,"6'5""",196,195,88,"6'8""",203,,,90,94,90,98,98,87,98,95,77,74,75,66,40,98,98,89,66,89,30,60,49,66,40,94,98,76,78,75,74,78,77,70,59,80,70,27,82,84,85,68,66,69,83,90,2809,gold,hof,,,gold,,silver,,silver,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,gold,,,,,Croatia
144,Dwight Howard,United States,,All-Time Orlando Magic,12,C,,Paint Beast,"6'11""",211,265,119,"7'5""",226,,,94,69,97,28,25,67,98,98,89,88,66,98,95,98,95,86,89,85,98,97,97,53,95,95,95,43,33,50,25,74,33,89,97,66,78,96,98,88,98,97,97,97,40,94,2918,,,,,,legendary,,,,silver,gold,silver,,silver,silver,,,,,,,,,,,gold,,gold,,,,,hof,,hof,gold,gold,gold,,hof,,,,SW Atlanta Academy (GA)
145,Dwyane Wade,United States,,All-Time Miami Heat,3,SG,,2-Way 3-Level Combo Guard,"6'4""",193,220,99,"6'11""",211,,,97,91,97,96,78,78,98,98,91,96,92,70,90,98,98,92,78,97,35,85,62,79,72,95,98,93,95,92,96,95,89,83,67,94,79,59,95,95,95,59,59,59,68,97,3138,gold,,,,gold,gold,gold,,hof,,gold,,,,gold,,gold,,gold,silver,gold,gold,gold,gold,silver,gold,gold,gold,gold,,,gold,,gold,,,,,,gold,,,,Marquette
146,Earl Monroe,United States,,All-Time New York Knicks,15,PG,SG,2-Way 3-Level Playmaker,"6'3""",191,185,83,"6'6""",198,,,88,88,84,84,81,83,97,98,83,81,85,68,82,94,92,80,57,95,25,48,36,44,33,90,85,84,87,87,80,89,79,69,30,82,78,40,85,84,85,35,32,38,70,88,2699,,,gold,,gold,,gold,,gold,,silver,,,,,,gold,gold,,bronze,gold,silver,gold,gold,bronze,silver,,,,,silver,,,,,,,,,,,,,Winston-Salem State University
147,Earl Monroe,United States,,All-Time Washington Wizards,10,PG,SG,2-Way 3-Level Playmaker,"6'3""",191,185,83,"6'6""",198,,,89,88,84,84,81,83,97,98,83,81,85,68,82,94,92,80,57,95,25,48,36,44,33,90,85,86,88,89,80,88,84,69,30,82,78,40,85,84,85,35,32,38,83,95,2726,,,gold,,gold,,gold,,gold,,silver,,,,,,gold,gold,,bronze,gold,silver,gold,gold,bronze,silver,,,,,silver,,,,,,,,,,,,,Winston-Salem State University
148,Eddie Johnson,United States,,All-Time Sacramento Kings,8,SG,SF,Defensive Menace,"6'7""",201,215,97,"6'7""",201,,,86,86,85,84,73,83,98,95,85,84,81,65,87,95,95,88,71,85,50,80,49,75,55,85,85,77,79,80,76,80,69,72,65,80,70,52,80,80,75,53,51,55,75,86,2830,,,,,,,gold,,gold,,silver,,,,,,,gold,,,,,,,,,,silver,,,silver,,,bronze,,,,,silver,silver,,,,
149,Eddie Jones,United States,,All-Time Charlotte Hornets,6,SG,SF,2-Way 3-Level Shot Creator,"6'6""",198,190,86,"6'9""",206,,,89,90,88,85,92,84,98,95,85,80,94,60,84,93,95,88,67,83,50,85,29,75,55,75,85,76,72,88,80,72,70,84,60,93,96,52,94,95,95,43,41,45,60,89,2875,silver,silver,,,bronze,,silver,,silver,,silver,,,,,,silver,,,,gold,silver,gold,gold,,gold,gold,,gold,,,gold,,gold,,,,,gold,,,,,Temple
150,Eddie Jones,United States,,All-Time Miami Heat,6,SG,SF,2-Way 3-Level Shot Creator,"6'6""",198,190,86,"6'9""",206,,,85,87,84,82,87,84,98,85,81,73,80,60,84,93,86,88,67,83,50,85,29,75,55,75,85,76,68,88,80,90,52,75,60,80,81,52,88,78,85,43,41,45,60,85,2754,silver,bronze,,,bronze,,silver,,silver,,bronze,,,,,,silver,,,,gold,silver,gold,gold,,,gold,,,,,,,gold,,,,,gold,,,,,Temple
151,Elgin Baylor,United States,,All-Time Los Angeles Lakers,22,SF,PF,All-Around Star,"6'5""",196,225,101,"6'8""",203,,,96,93,97,95,89,86,98,95,90,95,84,80,94,98,98,84,88,95,70,85,84,85,85,98,98,81,75,84,85,84,75,86,89,93,75,70,90,88,95,95,95,95,83,96,3265,,silver,,,,gold,gold,,hof,,gold,,,,,,,gold,silver,bronze,,silver,,,bronze,silver,silver,silver,bronze,silver,silver,bronze,,,,,,,,,,,,Seattle University
152,Elton Brand,United States,,All-Time Los Angeles Clippers,42,PF,C,2-Way Inside-The-Arc Menace,"6'9""",206,254,114,"7'6""",229,,,90,86,97,94,59,82,95,90,80,59,54,96,70,98,95,90,86,76,95,65,92,88,90,91,92,46,42,45,25,75,45,74,86,28,77,84,86,80,80,96,96,96,60,90,2863,,,,gold,,gold,,,,gold,gold,gold,gold,gold,,gold,,,,,,,,,,,,,,,,,,,,gold,gold,gold,,,,,,Duke
153,Elvin Hayes,United States,,All-Time Houston Rockets,44,PF,C,Interior Force,"6'9""",206,235,106,"7'1""",216,,,89,76,94,69,37,65,98,90,79,75,53,85,80,97,80,84,82,72,90,85,85,62,92,75,95,54,58,52,50,60,52,79,85,53,80,94,80,78,85,93,92,93,98,89,2862,,,,,,gold,,,,,gold,gold,gold,gold,,,,,,,,,,,,gold,,,,,,,gold,,gold,gold,,gold,,gold,,,,Houston
154,Elvin Hayes,United States,,All-Time Washington Wizards,11,PF,C,Interior Force,"6'9""",206,235,106,"7'1""",216,,,94,84,96,72,70,69,98,98,84,75,60,95,80,98,98,84,91,72,90,85,95,96,95,95,98,64,75,52,50,75,69,87,95,60,80,94,96,85,98,98,97,98,60,95,3098,,,,,,gold,,,,bronze,gold,gold,gold,gold,,,,,,,,,,,,gold,gold,,,,,,gold,,gold,hof,gold,gold,,gold,,,,Houston
155,Eric Gordon,Bahamas,United States,All-Time New Orleans Pelicans,10,SG,PF,Perimeter Shot Creator,"6'4""",193,215,97,"6'9""",206,17,,81,87,81,85,90,85,98,85,78,80,75,65,82,92,78,76,59,76,30,70,35,63,50,60,86,77,79,74,80,79,73,62,42,75,61,45,73,68,70,35,28,42,68,81,2580,gold,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana
156,Fat Lever,United States,,All-Time Denver Nuggets,12,PG,SG,2-Way 3-Level Playmaker,"6'3""",191,170,77,"6'8""",203,,,92,84,88,86,81,80,88,80,83,91,93,50,75,93,97,83,62,88,25,40,60,51,55,80,94,92,92,90,91,94,92,79,50,92,95,35,93,97,90,73,62,84,70,92,2897,,,silver,silver,silver,,gold,,gold,,gold,,,,,,gold,gold,bronze,gold,gold,gold,silver,silver,gold,silver,hof,,gold,gold,bronze,gold,,gold,,,,,,,,,,Arizona State
157,Fred Brown,United States,,All-Time Oklahoma City Thunder,2,PG,SG,Offensive Architect,"6'3""",191,193,87,"6'4""",193,,,88,91,90,90,93,90,94,90,78,85,82,37,81,97,87,79,59,89,25,30,35,60,57,78,96,83,84,86,85,82,77,69,65,78,74,52,75,74,65,47,45,49,65,91,2712,gold,silver,gold,silver,gold,,silver,,silver,,silver,,,,,,gold,gold,,bronze,gold,silver,silver,silver,bronze,,,,,,,,,,,,,,,,,,,Iowa
158,Fred VanVleet,United States,,All-Time Toronto Raptors,23,PG,,2-Way Perimeter Playmaker,"6'0""",183,195,88,"6'2""",188,9,,83,85,74,77,82,89,95,90,79,83,83,42,75,95,94,82,51,76,25,35,30,32,28,82,98,86,89,86,83,92,79,67,27,83,69,60,79,74,80,44,34,53,60,83,2598,,silver,silver,,silver,,bronze,,bronze,,,,,,,,,silver,,bronze,,silver,gold,gold,bronze,bronze,,,,silver,silver,,,silver,,,,,,,,,,Wichita State
159,Freddie Lewis,United States,,All-Time Indiana Pacers,1,PG,SG,2-Way 3-Level Playmaker,"6'0""",183,175,79,"6'3""",191,,,89,89,88,89,77,86,95,98,85,92,87,50,85,98,90,92,59,89,25,35,40,54,50,85,90,88,88,88,90,88,84,68,30,84,80,40,82,80,80,30,30,30,98,93,2760,,,gold,,,,gold,,gold,,silver,,,,,,gold,gold,,,gold,,,,silver,,gold,,,gold,,,,silver,,,,,,,,,,Arizona State
160,Gail Goodrich,United States,,All-Time Los Angeles Lakers,25,SG,PG,All-Around Star,"6'1""",185,170,77,"6'4""",193,,,89,93,90,95,94,85,98,98,79,80,82,50,58,98,85,97,60,90,25,25,49,70,45,90,85,89,94,88,78,94,92,65,35,88,77,39,74,60,80,57,55,59,50,90,2742,gold,,,gold,gold,,silver,,silver,,,,,,,,,silver,,bronze,,,,,bronze,,bronze,,,,,,,bronze,,,,,gold,,,,,UCLA
161,Gary Payton,United States,,All-Time Oklahoma City Thunder,20,PG,SG,2-Way 3-Level Playmaker,"6'4""",193,180,81,"6'7""",201,,,95,84,84,81,80,74,98,85,87,93,99,65,74,98,90,93,67,93,25,42,60,83,65,67,98,91,97,89,93,98,78,83,60,98,99,37,98,93,98,46,45,46,45,95,2916,,,,,,,gold,,gold,,silver,,,,,,gold,gold,,gold,gold,gold,gold,gold,gold,hof,legendary,,hof,hof,gold,hof,,hof,,,,,,gold,,,,Oregon State
162,Geoff Petrie,United States,,All-Time Portland Trail Blazers,45,SG,PG,Shot-Creating 3-Level Threat,"6'4""",193,190,86,"6'6""",198,,,87,89,84,88,86,85,90,98,83,84,80,70,78,95,95,80,67,86,35,65,54,68,68,60,97,81,82,86,83,82,74,69,62,77,77,55,75,70,65,52,47,56,98,96,2831,,,gold,,gold,,gold,,gold,,,,,,,,bronze,gold,gold,bronze,gold,bronze,bronze,bronze,bronze,,bronze,bronze,,,,,,gold,,,,,,,,,,Princeton
163,George Gervin,United States,,All-Time San Antonio Spurs,44,SF,SG,2-Way Mid-Range Slasher,"6'7""",201,185,83,"6'10""",208,,,94,91,97,90,79,86,98,98,90,93,86,70,95,98,98,90,87,99,60,95,79,88,78,95,98,75,75,80,83,75,64,81,70,88,78,65,85,88,95,86,84,87,68,96,3151,,,,,,gold,gold,,legendary,,gold,,,,gold,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,Eastern Michigan
